,SOI,window_size,up_z,low_z,1000_today,inc_per_share,avg_p_change,days_per_hold,trades_per_year,earnings_per_year
155,v,20.0,3.34,2.46,5579.51835162,73.3093002367,3.51530747973,1233.86666667,0.313876977614,0.717541948512
0,ulti,164.0,3.04,2.76,2187.12177912,98.133,1.41340423637,635.35,0.540348408857,0.71704200415
773,hr,206.0,2.62,2.52,1822.61541489,10.039811072,0.822615414887,378.9,0.687679500831,0.716697767664
348,ebay,135.0,3.34,2.32,3000.38684278,20.2356460863,1.10355701865,611.5,0.436184444485,0.716282738247
118,cohr,89.0,3.34,2.5,3737.24973053,121.491471423,2.97277858404,1313.1,0.202472856534,0.714456243733
337,tfx,48.0,3.28,2.94,3032.7550837,110.673283585,1.69244988809,826.35,0.3970752368,0.712374540158
258,ntct,212.0,2.76,3.28,1788.89035338,16.244,0.788890353378,328.3,0.925276949182,0.712200448877
27,pay,159.0,2.48,3.32,1700.10964913,12.77,0.700109649123,240.9,1.08526871216,0.711155624742
286,reg,214.0,3.06,2.84,1835.10332274,23.1485160166,0.835103322742,400.1,0.649948492403,0.710913206442
778,rjf,232.0,3.02,3.38,1667.0177885,28.0093539189,0.667017788496,205.6,1.26461638646,0.708666237858
541,ntap,274.0,2.08,2.82,1655.71125118,13.9840939102,0.655711251186,177.5,1.56804997453,0.707755265089
635,ohi,220.0,2.54,2.84,2725.53518272,18.5658541003,0.68326932778,230.85,1.12660161719,0.705619736757
574,cvg,164.0,2.86,3.24,1983.00823165,9.77850200643,0.983008231654,541.6,0.491832003467,0.704730830974
632,tco,96.0,2.56,3.12,1786.74273901,31.6045299309,0.786742739006,350.9,0.79396958126,0.704668149953
161,dlx,92.0,3.08,3.2,3103.69342246,36.9140726643,1.42602570493,652.1,0.548878264696,0.703997314752
164,uaa,136.0,3.32,2.28,0.0,-17.063875,0.97067214792,536.1,0.484986985426,0.703825968686
722,pld,224.0,2.72,2.52,1807.5000388,17.1540375092,0.807500038798,365.4,0.785207707085,0.703240858493
679,jkhy,154.0,3.24,2.7,2876.16780319,60.5673635419,1.34006240853,713.2,0.393362018834,0.701468656723
375,ndaq,26.0,3.04,3.04,2648.5580004,33.1172820027,1.71527199255,912.3,0.318560144594,0.699923442286
580,jpm,236.0,2.62,2.48,3492.60426468,57.468404417,0.942183427385,516.7,0.507816344067,0.699271446685
558,pri,222.0,3.3,2.16,2406.53551486,37.6103214105,1.40653551486,633.7,0.594691546112,0.698698916678
470,nue,195.0,3.14,3.06,1796.18748635,26.0562964306,0.796187486356,374.8,0.852723381887,0.698491865083
325,tol,108.0,3.06,3.26,2152.38639523,19.5748054911,0.979888932481,544.55,0.51615853443,0.698226222769
129,sbux,128.0,3.08,2.68,2035.96858117,20.7536350056,1.03596858117,598.9,0.434377712969,0.697368155127
443,eme,220.0,2.68,2.98,1708.44959434,12.5891673342,0.708449594336,277.0,0.938642812364,0.695207026024
835,eog,184.0,2.56,3.04,2235.09170386,52.5699014228,0.887239858149,445.75,0.695052926994,0.693890896752
772,mbfi,228.0,2.9,2.08,1694.25730641,17.9304144872,0.694257306405,257.9,1.09308435552,0.693757551086
268,wso,164.0,3.08,2.58,3933.41935635,118.622239618,1.33644958223,730.55,0.405696308213,0.693613134946
718,tdg,20.0,3.36,2.6,0.0,-45.963858782,1.19693025543,701.616666667,0.396281103559,0.692656782999
363,ftnt,82.0,3.12,3.22,2776.64178041,28.66879,0.845845287922,414.55,0.731348648929,0.691781500687
42,cmg,150.0,3.0,3.1,1731.98328293,215.43,0.731983282933,311.0,0.836012861736,0.691772228054
233,ntrs,276.0,3.3,3.16,1652.75305381,34.5311945786,0.652753053807,206.5,1.25981858054,0.691749962099
799,mtd,178.0,2.96,2.36,3575.33048566,341.784,1.04457791514,610.75,0.442553005855,0.691580034578
448,aet,116.0,2.9,2.44,2429.0804573,58.6401469783,1.02258622016,476.95,0.733565323397,0.690628704929
154,ms,232.0,3.08,2.22,3281.32097912,28.0784502953,1.32399144154,749.6,0.410035385111,0.688525998681
312,cbt,212.0,2.08,3.02,1794.00694331,17.7850428482,0.794006943312,388.0,0.700384668367,0.686914794413
757,urbn,246.0,2.86,2.94,2078.28875233,23.765,0.593796731071,123.75,2.15592334495,0.686545216997
610,kim,210.0,2.82,2.88,1896.90528554,9.96939009473,0.896905285541,483.2,0.586694983056,0.686117471359
567,aiz,92.0,3.2,2.52,3216.91513992,61.9164206965,1.33683911208,809.6,0.333616385022,0.686094112847
347,sti,276.0,2.94,2.76,2125.86278817,23.8780658487,0.81895103677,302.35,1.20931762624,0.684829411946
626,tss,76.0,3.26,3.16,3060.180635,33.2434358395,0.912137765915,498.7,0.584581531845,0.68164869659
696,ndsn,240.0,2.78,2.28,2579.15405315,57.5183645585,0.764063134551,357.1,0.776835071753,0.67989698555
184,fitb,268.0,3.34,3.32,1641.96517637,9.6653280681,0.641965176371,207.0,1.25603864734,0.679578452374
213,deck,162.0,2.74,3.02,1997.35945295,34.493,0.573651433284,98.5666666667,3.18100539066,0.678899164392
516,ctxs,120.0,2.12,3.26,1689.29241817,27.7456461835,0.614173613073,165.65,1.58609481376,0.678724728594
736,o,212.0,3.14,2.36,1825.55347137,18.9534418409,0.825553471365,437.4,0.625830281835,0.676607244602
22,cdns,210.0,3.0,2.08,2174.49124922,14.178,1.17449124922,709.2,0.44914725839,0.675802250389
673,amp,129.0,3.02,2.96,3338.65111182,89.6957014301,1.73325593621,874.4,0.451319249943,0.675629233869
300,ato,76.0,3.36,3.06,2908.57014199,45.3637024386,1.90857014199,1080.4,0.248546002649,0.675503793065
341,ste,248.0,3.34,2.12,2031.31742911,26.3107048581,1.03131742911,633.1,0.411401097892,0.675347247398
153,hrc,252.0,2.6,2.22,2947.06832649,43.2923953507,0.848286839284,453.6,0.589084454361,0.675136708052
249,nov,190.0,2.32,2.86,1708.85539254,28.4977745053,0.638605167931,224.1,2.11558633498,0.674833995042
681,pol,220.0,3.12,2.62,2815.80601262,23.882941851,1.2692872969,678.5,0.476730317746,0.674037443979
195,ulta,178.0,2.78,3.28,1585.24413272,43.39,0.585244132722,126.0,2.06349206349,0.674004520372
825,atvi,39.0,2.96,2.76,1406.57065195,9.4129336551,0.831437848252,404.716666667,0.767008912617,0.673563169031
419,iex,178.0,3.12,2.86,3648.47045302,75.9477615854,1.66922218757,900.7,0.350509109677,0.672254044955
320,dfs,250.0,3.24,3.26,1641.25714079,27.7001107011,0.641257140787,218.6,1.18940783987,0.670110168209
426,rok,258.0,2.92,2.24,2498.21413599,83.7068640195,1.06201085013,560.75,0.682041811581,0.670043916388
645,ozrk,204.0,2.76,1.98,948.195687679,5.85795165907,0.823568458462,376.6,1.26301439012,0.66795995529
181,mar,187.0,3.26,2.4,3356.21771055,54.7636027092,1.99748238628,1082.55,0.311369200361,0.667870053484
423,hrs,192.0,3.2,2.6,3045.59474557,62.3726339894,1.6556979528,863.2,0.405723105967,0.667717857605
172,enr,280.0,2.5,3.0,1821.89221117,26.5215730919,0.82189221117,452.0,0.575221238938,0.666051423745
299,pten,280.0,2.8,2.6,1869.39076683,13.0827240806,0.869390766833,501.6,0.51834386263,0.665775625161
479,dlr,98.0,3.04,2.96,2704.37009283,55.4571419382,0.838957006725,434.0,0.801627258047,0.663938559438
317,vvc,72.0,3.26,3.16,2281.8881652,24.0012150852,1.2818881652,837.0,0.310805218251,0.660611548644
386,awk,62.0,3.4,3.16,3194.44263449,47.9592054041,2.19444263449,1234.5,0.221627949491,0.660334581346
422,vmi,170.0,2.98,2.8,2627.21686177,106.581753121,0.664529011671,270.7,0.962850562264,0.658937081566
259,dlph,58.0,3.34,2.36,3153.76348267,57.707830689,2.00664219016,1175.6,0.237769393851,0.658669836429
71,bdc,232.0,2.38,2.94,2612.91757174,47.2746860157,0.612983129153,184.733333333,1.94649149089,0.65810839697
72,slm,164.0,3.34,2.8,2298.05554354,4.975,0.93263970134,538.1,0.519867238557,0.656845150358
117,gpor,242.0,2.38,2.68,0.0,3.885,0.916998223617,558.95,0.466506521133,0.656446476109
811,myl,226.0,3.38,2.26,0.0,11.543,0.966432036174,633.9,0.424184124347,0.655511860118
78,mchp,236.0,3.04,2.48,2105.44944767,30.2283084374,1.10544944767,721.4,0.381072501509,0.651987390756
485,ingr,206.0,3.26,2.16,2196.99677584,41.9586167605,1.19699677584,783.3,0.344266638638,0.65142911834
776,wbs,150.0,3.28,2.4,3428.12145042,33.1525389528,2.42812145042,1349.1,0.193354123044,0.651387632913
170,nyt,210.0,3.26,2.36,1609.46790227,3.36364045299,0.609467902267,195.7,1.64462145939,0.651177452403
158,brcd,290.0,3.0,2.8,1612.4499722,4.59622265448,0.612449972207,201.0,1.29356435644,0.651116344802
743,wgl,54.0,3.26,3.34,2210.19320302,38.949643355,1.21019320302,785.2,0.379202610243,0.650221606932
581,avy,214.0,2.92,2.6,2618.08308286,38.7978875621,1.17760631926,650.9,0.522096378606,0.649484980547
472,seic,246.0,2.56,3.04,1756.15065488,26.0505614756,0.756150654882,400.6,0.650974197475,0.64943338701
576,adi,128.0,3.12,2.76,2592.13479489,41.5722883467,0.879472237417,496.55,0.803796829525,0.648883612068
255,zbra,132.0,2.82,2.86,3344.03157707,71.541,0.743290168804,386.883333333,0.691755894273,0.648463739216
360,aapl,288.0,2.86,2.08,2461.32527909,77.9488982732,1.46132527909,972.6,0.267377775833,0.646954304389
786,mtx,240.0,2.46,3.32,2201.62813376,40.8354948219,0.735267873538,361.6,0.761945420636,0.646885541217
279,bll,172.0,3.36,2.48,3170.37253525,30.698254905,0.879565991233,544.35,0.477821157111,0.6468484406
746,acm,244.0,2.88,2.16,2679.30119582,25.477,0.697173072674,329.2,0.797506403465,0.645953553507
64,cost,80.0,3.0,3.06,1938.70984382,55.9906434626,0.938709843816,607.6,0.43467462861,0.645405961917
38,tmk,232.0,3.02,2.96,1772.24701988,36.9685695233,0.772247019885,429.5,0.605355884426,0.6450499517
166,spg,58.0,3.12,3.32,1746.39897107,56.5074530377,0.746398971077,397.3,0.676737684742,0.644540492317
61,syna,200.0,3.32,2.02,0.0,0.871,0.804458664785,463.916666667,0.566978071098,0.644269271023
721,tdy,220.0,2.8,3.1,1816.8036107,70.58,0.816803610693,488.6,0.532148334489,0.640297894593
192,pacw,153.0,3.18,3.12,2638.78765352,23.9582956575,0.70185546595,348.95,0.765228202135,0.639483218645
59,cfg,255.0,3.26,3.22,1605.15176054,11.5348081598,0.605151760537,205.9,1.26280487805,0.639480312267
130,msm,282.0,2.62,2.44,1633.60738558,34.053383754,0.633607385586,249.5,1.05800977654,0.63816286513
151,dei,150.0,2.76,3.14,2093.19152726,18.9962185914,0.653899643869,285.5,0.922647109505,0.637467133407
406,ugi,244.0,3.22,2.72,2641.84624153,23.8205338445,1.64184624152,1086.0,0.239728730219,0.637422403225
193,man,238.0,2.36,3.3,1991.82269602,51.627794697,0.655131269695,260.55,1.50388721348,0.637184101036
340,chdn,156.0,3.0,2.5,1962.91565203,64.6232549661,0.825541068672,404.6,0.755139215028,0.637127798709
9,edr,100.0,2.64,3.28,1709.72805006,15.6584984408,0.613288085074,228.85,1.21194714768,0.634865009667
244,fhn,222.0,2.94,2.24,2923.80861997,11.1536247241,1.13908862763,655.1,0.552621414154,0.63341617844
19,pii,20.0,3.3,2.6,3622.68265629,90.4607497954,0.917166226025,585.933333333,0.453052722334,0.633364431958
656,hsic,110.0,3.28,3.26,2169.30248044,35.12,1.16930248044,818.0,0.317848410758,0.63305699418
169,afg,112.0,3.12,2.96,2466.48635148,38.8622145416,1.46648635148,1006.8,0.258244542599,0.632708734213
606,syk,19.0,3.0,2.82,2879.46129426,103.125885539,1.51981218644,1011.5,0.267212167219,0.632033419147
750,intu,175.0,3.34,2.36,2306.65795275,67.9602268896,1.30665795275,740.6,0.474369927544,0.631551429013
462,arw,292.0,2.4,2.9,1720.32479561,35.096,0.72032479561,388.6,0.669075767385,0.630509036916
364,ldos,256.0,3.06,2.06,1718.08266036,15.4649237567,0.718082660358,352.6,0.840337259101,0.630169755926
260,bxs,228.0,3.14,2.16,3020.28944789,17.7257280211,1.581337027,930.7,0.401603885286,0.629677705236
31,mlhr,266.0,2.34,2.86,1556.12013901,12.4250153821,0.556120139013,136.4,1.90683661678,0.629093167154
669,psx,248.0,3.0,3.2,1593.64977133,32.4752689207,0.593649771331,203.2,1.27953250266,0.628540880366
44,cme,178.0,3.34,2.82,1975.61815221,36.8545132113,0.792229048007,477.8,0.568762709007,0.628504487639
55,cms,115.0,3.24,3.16,2145.25206111,15.9331595969,1.14525206111,813.0,0.319803198032,0.626974344439
509,ggg,176.0,3.18,2.22,2837.25477059,55.8402339091,1.63302616423,1042.95,0.299218397172,0.626457397879
145,ma,242.0,2.6,2.42,1717.91875572,57.8328044885,0.71791875572,388.0,0.674066444262,0.626167691844
701,rpm,64.0,3.06,3.2,3011.20821365,35.1608579555,1.82946520087,1138.1,0.243581819004,0.62529145635
198,lho,204.0,2.9,3.2,1840.0106298,12.2445532278,0.840010629803,527.4,0.588329042887,0.624466255504
228,mdp,272.0,2.46,2.74,1737.74496937,21.0040365405,0.558547687939,149.75,1.90242016166,0.623230838537
738,krc,110.0,2.64,3.4,1751.74392015,22.471666342,0.635021844003,270.25,1.2616161089,0.622938951114
125,chd,80.0,3.3,2.8,3548.2970618,41.1127573044,0.9731366488,679.0,0.382916053019,0.62288279288
140,pfg,111.0,3.16,3.28,2475.76587919,29.7217784579,1.32765013406,876.4,0.38074359443,0.622332259748
675,amt,37.0,2.8,3.24,1725.44577231,30.3383565066,0.725445772317,376.6,0.804390243903,0.622081963374
519,col,258.0,3.14,1.84,2755.81061373,77.5905853541,1.32450707849,838.65,0.515005445326,0.621621727937
551,bbt,204.0,2.5,2.94,2512.79951357,24.78841638,0.765108806295,432.05,0.740811769643,0.621547308776
666,amd,290.0,2.2,2.4,2826.68947286,3.416,0.721225314881,406.15,0.640228287109,0.620834416786
560,nrg,264.0,3.2,2.48,3174.76617075,23.9398561143,0.801379767827,508.1,0.511813090346,0.619431100158
844,bcr,25.0,3.22,2.42,3187.88690965,205.432058284,1.35994624978,914.65,0.32770709202,0.618942804953
795,fdx,284.0,2.48,3.18,1597.42220794,73.4896981486,0.59742220794,225.7,1.15267746448,0.618070423336
297,mmc,170.0,3.2,2.46,3202.78993026,49.6875130519,2.20278993026,1369.7,0.18985380632,0.617753497306
377,rol,104.0,3.4,2.76,2849.07558718,22.5013332069,1.1414162801,648.45,0.56067418877,0.617664788575
381,gild,20.0,3.22,2.82,2569.73233127,25.0014001284,1.94671169261,1058.25,1.21012804464,0.617100814066
709,txrh,230.0,2.92,2.38,1755.22353616,8.57016422343,0.755223536155,352.6,1.20592828268,0.617053764047
173,ens,100.0,3.2,3.26,3188.16910351,53.9500030084,0.964397778173,636.25,0.439407136467,0.61564804384
339,pnc,136.0,3.02,3.4,1890.09550955,35.7727721346,0.890095509551,612.5,0.424501668925,0.61551750324
283,aon,244.0,3.2,2.06,2673.26286589,73.4031034878,1.16538168894,694.8,0.485351325207,0.615048926274
185,bkh,123.0,3.08,2.82,1948.55167097,26.2216679891,0.948551670965,595.3,0.969700987604,0.614965599059
282,blk,50.0,3.12,2.9,3010.56965581,256.912905374,2.01056965581,1264.7,0.232215357233,0.614803216615
659,zion,256.0,2.88,3.06,2872.55110619,27.2090970291,0.72092734345,339.016666667,1.24755739127,0.614757301628
334,pnr,91.0,3.24,3.04,1557.41882333,14.7851083169,0.55741882333,161.0,1.6149068323,0.614223252901
270,ev,290.0,2.24,3.04,1600.1964777,15.985137616,0.600196477704,235.1,1.10981020582,0.613850134786
643,adp,105.0,3.26,3.26,3599.19370488,85.5474506929,0.921321708113,650.6,0.399660783559,0.612475037271
549,txt,202.0,3.36,2.56,3533.69754948,38.6760116928,0.91269852431,640.6,0.407835464376,0.612128608364
56,trv,153.0,3.1,2.8,1838.34682177,35.5209922604,0.838346821773,494.6,0.681077551032,0.611719730561
507,hban,236.0,3.14,2.94,2511.99766978,6.67319121958,1.51199766978,978.5,0.509568422832,0.610534062068
555,unp,204.0,2.86,2.64,3100.54199192,76.3054264476,0.933090152671,594.5,0.495160933321,0.608057004843
630,xec,221.0,1.9,3.26,1564.65779133,48.2002365657,0.564657791328,181.0,1.47068499342,0.60742003786
189,mac,128.0,2.8,2.96,1771.79197341,23.8103985386,0.771791973407,460.6,0.777444297464,0.60690237919
597,smg,280.0,3.14,2.0,2261.7301268,41.224216744,1.2617301268,918.6,0.294834638333,0.606583055017
663,bid,132.0,2.66,3.1,1864.22844086,20.1168936098,0.620691223143,297.95,0.934188121716,0.606200780151
194,a,284.0,2.86,3.06,1729.34576361,25.2427971641,0.729345763607,443.9,0.585724339336,0.605874628372
267,fisv,168.0,3.0,3.06,1732.2229835,20.006385,0.732222983495,442.8,0.618577156552,0.605033660052
498,key,254.0,3.26,2.92,2081.59695672,7.13359116,1.08159695672,630.7,0.905105894408,0.601519928566
568,eix,125.0,3.26,2.82,2074.70253378,30.0014560636,1.07470253378,814.0,0.31941080147,0.601039301646
110,umpq,109.0,3.08,3.2,1968.10171223,7.37165897712,0.75845567437,483.75,0.548948015063,0.599650217956
515,coh,80.0,2.6,3.1,1520.64072377,20.2313346581,0.520640723774,112.2,2.31872164446,0.599486723771
408,lstr,244.0,3.4,3.06,1592.67384607,32.7482879857,0.592673846071,249.0,1.0442436737,0.59913776177
616,unm,254.0,2.92,3.36,1569.80461999,14.9792556099,0.569804619994,208.7,1.24581339713,0.59874737301
819,googl,103.0,3.32,2.62,2932.93165367,484.749640246,0.84121033471,510.1,0.598958284114,0.598170299185
788,flir,288.0,3.16,2.6,2243.26934253,24.9110374819,0.751114462147,489.45,0.542757451217,0.597552018271
615,epr,208.0,3.24,2.9,1860.48732668,22.5579618231,0.860487326683,593.9,0.491987003577,0.597108310713
14,lll,170.0,3.2,2.6,2978.55393757,107.950855878,1.97855393757,1348.2,0.195724815619,0.596905218579
482,odp,268.0,2.76,1.98,495.13000806,-0.478876019798,0.711496231969,406.15,0.713635686655,0.596495959156
735,acn,60.0,3.2,2.74,2794.4963344,75.1872586019,1.58758591717,1125.3,0.251352094566,0.596435018506
831,pool,47.0,3.14,2.42,1577.78059698,10.215838442,0.759088529783,496.0,0.528033804123,0.59601530261
46,cmc,228.0,3.12,2.72,2764.86131076,13.0684297922,1.27622523301,880.3,0.378483596652,0.594499748967
676,msft,152.0,3.4,2.64,2049.12169771,25.8476127729,0.921629870579,614.0,0.517096938982,0.594138458312
301,fb,78.0,2.88,2.32,2351.05612982,61.115,0.548068861821,168.733333333,2.77622432859,0.593778807838
593,boh,226.0,3.28,2.86,2639.75013089,50.7402824548,1.35561759597,931.3,0.464850398956,0.591613594381
467,are,290.0,2.98,2.94,1999.44477728,53.663638848,0.913359417108,653.3,0.597305489099,0.591528484063
660,nvr,169.0,3.06,2.62,2382.57606306,871.142,0.862530396874,530.5,0.640261193221,0.590613951262
262,el,264.0,2.74,2.38,1580.71973066,44.8474092443,0.580719730662,244.4,1.06443897463,0.589738545178
592,ivz,176.0,2.72,2.82,2317.92476207,17.1905692139,0.661541418371,376.9,0.82649263273,0.589670035041
221,itw,20.0,3.16,3.1,2776.18612988,82.60256941,1.54598263416,1135.0,0.238617451546,0.589029284402
546,swx,71.0,3.28,3.22,2066.23496883,28.8759814342,1.06623496883,835.2,0.311479111204,0.587635811568
11,gd,84.0,3.26,3.24,2207.48402713,65.5933583764,1.20748402713,886.6,0.318972730911,0.587450591425
318,eqr,248.0,2.7,2.66,1644.35407768,24.431989849,0.644354077675,356.0,0.730355656733,0.587086043005
830,anss,206.0,3.34,2.6,2384.58155785,62.324,0.672500722777,388.7,0.673953797673,0.586788316855
724,tds,258.0,2.04,2.92,1530.4198105,10.713559259,0.530419810508,151.4,1.91239990823,0.586232699353
289,ecl,120.0,2.88,2.46,3197.57248855,91.6553879002,2.19757248855,1462.0,0.177839345009,0.585607266571
602,psa,80.0,3.12,3.04,1989.58420256,82.3057134812,0.989584202557,776.4,0.347319519594,0.582376590527
15,dish,168.0,2.8,2.62,630.89901788,3.4860902511,0.780997759658,527.45,0.641796574903,0.582125309876
106,glw,77.0,3.26,3.12,1864.557231,8.85445504027,0.638497238213,363.3,0.756653658841,0.581081135387
492,wm,212.0,3.0,2.32,3376.27845202,57.9261020591,2.37627845202,1542.2,0.168619361999,0.580333694598
565,has,224.0,3.34,2.22,2061.23560472,30.2678539677,0.936311181122,712.6,0.418002453814,0.575293099088
739,ida,69.0,3.22,2.96,2184.83284909,34.9891550327,1.18483284909,945.5,0.281573174039,0.575278780512
624,jbl,249.0,2.5,2.3,2273.74611661,14.7989442614,0.623382179622,343.5,0.896538753548,0.573223637823
36,cprt,125.0,3.28,2.36,3083.61445791,18.8375,0.865246245722,646.716666667,0.477982301211,0.573106718951
141,holx,216.0,2.14,2.2,1607.46500863,8.709,0.607465008627,321.3,0.809343470605,0.573061827711
533,gxp,150.0,3.28,2.9,2042.2849448,13.5292387436,1.0422849448,853.0,0.304806565064,0.57294617233
369,efx,190.0,3.32,3.12,0.0,-38.0133414572,0.691543552234,456.4,0.569687242954,0.57265242594
469,pvh,121.0,2.36,2.9,2593.07257213,77.9453625084,0.601335475944,304.133333333,0.975698667337,0.571567294702
600,dhr,150.0,3.32,2.98,2219.01325595,37.4700424071,1.21901325595,1000.0,0.260000311689,0.571231492504
137,akrx,34.0,3.24,2.1,0.0,-8.353,0.685590187767,435.233333333,0.609967246725,0.570943820615
513,cof,84.0,3.18,3.28,2172.64622097,41.4688188281,0.906954369029,662.7,0.5827226683,0.569866350176
209,sf,219.0,2.46,3.0,1680.31160159,19.3301587603,0.680311601594,386.7,1.11104164476,0.569533639181
495,cake,212.0,2.98,2.8,1733.28969677,16.2357471379,0.733289696767,448.8,0.661129268448,0.568139410987
357,bhi,296.0,2.68,2.78,1550.18394444,21.7522121248,0.550183944439,231.4,1.16147320782,0.568015293087
836,yelp,197.0,2.44,2.66,1576.56534307,14.241,0.588609964854,289.65,0.995359681503,0.567206474726
201,vfc,30.0,3.18,2.02,3699.26846457,49.9327712669,2.19868970788,1385.93333333,0.222209125492,0.567057835788
336,pnm,112.0,3.02,2.1,2662.21550717,24.3600289255,0.873856861401,679.3,0.407865914591,0.567005346684
86,met,238.0,3.18,3.32,1643.71256648,19.8280852199,0.559442712409,241.9,1.21185512819,0.566903998313
587,cone,93.0,2.68,2.76,1723.79771874,17.6073410141,0.650090483304,349.65,0.985793676313,0.566599432171
287,ajg,221.0,2.32,3.04,1892.57303713,24.8226435378,0.751922642439,449.2,0.796850776154,0.566557763993
714,symc,288.0,3.18,2.36,2269.37569032,12.3754135127,1.17368000128,953.35,0.303501379252,0.566246748469
57,jbht,242.0,3.2,2.36,2107.45759618,45.2571431703,0.580513680608,287.5,0.932984633124,0.564366228608
665,ame,118.0,3.14,3.14,2684.84949782,36.2778165789,1.2649199323,1008.7,0.284191816147,0.56399996891
378,ctsh,144.0,2.78,3.24,2861.40097779,48.2093802327,0.752015973549,555.6,0.471135911644,0.56389494922
389,xlnx,246.0,3.1,2.44,1743.85992538,25.246314721,0.743859925384,549.8,0.47289948667,0.563477826242
311,pgr,224.0,3.3,2.2,2132.6514689,15.8483494938,1.1326514689,956.2,0.271924847627,0.562713688997
455,aee,228.0,3.28,2.48,1719.02645088,15.9948070438,0.719026450882,496.0,0.569473510987,0.562706705536
387,ogs,68.0,3.32,2.3,2245.89213563,40.5766924057,0.627329662313,348.5,0.761596239873,0.561787213254
723,hst,212.0,2.66,2.98,1680.24642684,7.32818760073,0.680246426842,447.7,0.680670337778,0.558134199559
10,nwe,58.0,3.22,3.16,2184.86599135,28.0152953066,1.00934477136,820.8,0.35740486167,0.55620468553
780,ufs,278.0,3.28,2.86,1914.76799598,23.482198812,0.636186593269,403.25,0.665073396326,0.556200331837
427,zts,266.0,3.12,2.48,1754.55139513,25.844861481,0.582145528174,311.0,0.843982804873,0.555280318541
770,wat,142.0,3.28,2.24,2569.59596509,115.106,0.767915120434,586.25,0.471477784427,0.555078989723
601,fnb,147.0,2.94,3.32,1643.05612058,4.20691395905,0.64305612058,404.0,0.934237995825,0.554638576463
740,tup,270.0,2.98,3.1,1643.01943702,28.1868524443,0.64301943702,419.4,0.619934083419,0.55447425897
418,ksu,150.0,3.24,2.14,2780.83089907,77.1001404998,0.842811079775,697.2,0.372948116585,0.553682339058
434,dg,136.0,3.24,2.94,1872.95862955,37.6663352104,0.872958629548,669.4,0.896721270674,0.552873351603
577,casy,205.0,3.22,2.46,1649.41008181,29.4231214152,0.649410081811,422.3,0.74193233133,0.551951822143
763,wab,32.0,3.26,2.48,2592.94742516,45.3689151803,1.15797703944,937.1,0.304466851509,0.550573249012
197,mpw,180.0,3.06,3.08,2207.31562296,7.08866746345,0.770760437721,554.45,0.601847105771,0.550349897179
502,pcar,218.0,2.98,2.36,2598.70473013,42.871127483,0.667110357502,467.6,0.556073141605,0.55003788875
514,unh,77.0,3.2,2.42,3281.64551803,99.1110947792,0.676385010787,428.533333333,0.675213533391,0.549555049568
126,usb,170.0,3.26,3.04,2701.46027566,30.7069640708,1.37288711058,1117.45,0.258320776175,0.548322355112
13,kmi,90.0,2.94,3.4,1755.35723985,14.6593098201,0.755357239853,571.0,0.698136814636,0.547464114005
85,wrb,280.0,3.16,2.5,1848.921071,29.7950721972,0.848921070998,720.6,0.360810881194,0.547266711986
463,lnt,141.0,3.18,2.5,2408.67464177,19.2633611065,0.765003914457,584.85,0.475729570723,0.547106423039
230,csco,210.0,2.88,2.98,1813.6868125,13.9141518256,0.813686812498,543.9,0.729732416013,0.545468837428
222,itt,196.0,3.0,3.0,2365.4194553,23.7153728787,1.3654194553,1198.5,0.241746653448,0.543318554436
187,sni,254.0,3.04,3.0,1762.84237533,34.2304734443,0.762842375327,565.1,0.591364178344,0.543051704628
744,intc,220.0,3.1,2.62,2087.29443453,19.3335408147,0.645451145124,432.4,0.658743240283,0.543047376421
93,esl,132.0,2.42,3.18,1482.64984227,24.48,0.482649842271,126.0,2.06349206349,0.542961703257
528,cf,68.0,2.48,3.34,1552.13720634,14.951502649,0.552137206339,238.0,1.62308884261,0.542446613754
263,emn,184.0,2.82,2.78,2779.92733697,56.0480853597,0.70996459219,551.9,0.47225189959,0.541999406132
199,pzza,65.0,2.74,3.26,2893.99106128,37.0555256045,0.516021296175,199.333333333,1.34081261671,0.541155096942
232,lh,278.0,2.92,3.06,1596.69110363,60.23,0.596691103626,369.0,0.70460704607,0.540736374803
2,gs,272.0,3.16,2.64,1899.04322999,93.7950121367,0.729063824051,470.4,0.918020501217,0.540635428802
741,payx,90.0,3.3,3.08,2642.08584434,35.6285168284,1.10446286978,895.85,0.349697707838,0.540046832846
496,wu,134.0,2.68,3.18,1674.17197053,7.30189249333,0.67417197053,482.6,0.698572881405,0.538800693199
245,oke,71.0,2.96,3.36,1694.56776852,16.3830747395,0.642813393268,445.4,0.651739105307,0.537625782211
329,udr,226.0,3.04,2.46,1977.03643253,17.3927520771,0.977036432528,875.8,0.303977625465,0.537575530046
783,isrg,222.0,3.1,3.02,2165.3410578,150.379,0.858197414777,686.7,0.522353542463,0.537358184427
403,dov,246.0,2.66,2.6,2223.27179286,48.3443521633,1.22327179286,1014.0,0.335615963343,0.536650828934
582,avt,141.0,2.4,3.1,1476.81543003,10.8203494146,0.476815430034,124.4,2.09654825615,0.536525962493
278,dst,20.0,3.3,2.6,2890.73582794,39.4373079222,0.848116951397,751.7,0.348352754205,0.535638091991
303,yum,176.0,3.18,2.32,1701.53738594,29.2819764706,0.597298694561,385.2,0.687789175712,0.534933639505
99,dri,108.0,3.24,2.8,2064.1035331,34.7194374621,0.949494607283,861.45,0.326473780599,0.534576975598
